27010 Castro de Rei,5226.0,5267.0,5422.0,5474.0,5566.0,5685.0,5725.0, 5785.0,5779.0,5856.0,5902.0,5966.0,5963.0,5961.0,5952.0,5778.0, 5833.0,
27011 Castroverde,2823.0,2840.0,2887.0,2933.0,3012.0,3061.0,3110.0, 3187.0,3236.0,3286.0,3372.0,3418.0,3488.0,3532.0,3575.0,3612.0, 3650.0,
27012 Cervantes,1528.0,1563.0,1593.0,1643.0,1695.0,1731.0,1780.0, 1914.0,1973.0,2031.0,2080.0,2135.0,2185.0,2243.0,2276.0,2329.0, 2414.0,
27013 Cervo,4369.0,4430.0,4483.0,4562.0,4595.0,4685.0,4724.0, 4847.0,4949.0,4978.0,5060.0,5016.0,5056.0,5082.0,5092.0,5086.0, 5143.0,
27016 Chantada,8553.0,8649.0,8783.0,8897.0,8951.0,9014.0,9086.0, 9249.0,9366.0,9463.0,9650.0,9695.0,9765.0,9823.0,9871.0,10002.0, 10227.0,
27014 Corgo, O,3695.0,3761.0,3828.0,3882.0,3938.0,3993.0,4046.0, 4192.0,4236.0,4264.0,4183.0,4224.0,4243.0,4266.0,4325.0,4394.0, 4556.0,
27015 Cospeito,4892.0,4954.0,5047.0,5088.0,5170.0,5231.0,5275.0, 5409.0,5500.0,5548.0,5609.0,5706.0,5842.0,5931.0,5971.0,6045.0, 6122.0,
27017 Folgoso do Courel,1106.0,1136.0,1160.0,1211.0,1196.0,1233.0,1274.0, 1310.0,1346.0,1397.0,1448.0,1510.0,1549.0,1593.0,1628.0,1669.0, 1704.0,
27018 Fonsagrada, A,3960.0,4059.0,4198.0,4309.0,4412.0,4520.0,4638.0, 4856.0,4949.0,5007.0,4993.0,5146.0,5334.0,5448.0,5682.0,5682.0, 5948.0,
27019 Foz,9899.0,9966.0,9978.0,9968.0,9990.0,9970.0,9880.0, 9754.0,9664.0,9619.0,9591.0,9612.0,9659.0,9558.0,9527.0,9520.0, 9516.0,
27020 Friol,4004.0,4071.0,4137.0,4202.0,4246.0,4348.0,4430.0, 4490.0,4533.0,4580.0,4646.0,4729.0,4784.0,4837.0,4873.0,4910.0, 4911.0,
27022 Guitiriz,5564.0,5603.0,5658.0,5727.0,5821.0,5896.0,5907.0, 5972.0,6041.0,6086.0,6131.0,6249.0,6323.0,6358.0,6451.0,6473.0, 6589.0,
27023 Guntín,2927.0,2980.0,3018.0,3050.0,3075.0,3129.0,3187.0, 3248.0,3307.0,3329.0,3356.0,3453.0,3495.0,3554.0,3599.0,3663.0, 3732.0,
27024 Incio, O,1797.0,1822.0,1875.0,1956.0,2016.0,2087.0,2113.0, 2236.0,2297.0,2358.0,2406.0,2455.0,2503.0,2540.0,2605.0,2674.0, 2722.0,
27026 Láncara,2789.0,2839.0,2866.0,2908.0,2930.0,2992.0,3041.0, 3047.0,3091.0,3136.0,3146.0,3235.0,3260.0,3331.0,3342.0,3377.0, 3455.0,
27027 Lourenzá,2338.0,2348.0,2399.0,2449.0,2506.0,2542.0,2569.0, 2629.0,2677.0,2700.0,2730.0,2779.0,2823.0,2849.0,2884.0,2931.0, 2980.0,
27028 Lugo,98560.0,98761.0,98457.0,98007.0,97635.0,96678.0,95416.0,93853.0,93450.0,92271.0,91426.0,91158.0,89509.0,88901.0,88235.0,87480.0,86620.0, 85174.0,
27029 Meira,1731.0,1769.0,1775.0,1780.0,1787.0,1800.0,1822.0, 1774.0,1780.0,1789.0,1806.0,1816.0,1834.0,1852.0,1849.0,1828.0, 1837.0,
27030 Mondoñedo,3991.0,4074.0,4183.0,4299.0,4406.0,4508.0,4603.0, 4770.0,4863.0,4904.0,4909.0,4987.0,5051.0,5135.0,5139.0,5242.0, 5398.0,
27031 Monforte de Lemos,19201.0,19426.0,19604.0,19622.0,19638.0,19546.0,19486.0, 19412.0,19472.0,19445.0,19710.0,19817.0,19870.0,19712.0,20007.0,19933.0, 19180.0,
27032 Monterroso,3779.0,3888.0,3969.0,4032.0,4167.0,4241.0,4088.0, 4140.0,4209.0,4237.0,4229.0,4253.0,4238.0,4267.0,4265.0,4285.0, 4484.0,
27033 Muras,696.0,723.0,754.0,784.0,787.0,830.0,860.0, 926.0,941.0,978.0,1020.0,1067.0,1112.0,1151.0,1184.0,1186.0, 1218.0,
27034 Navia de Suarna,1254.0,1299.0,1337.0,1390.0,1421.0,1441.0,1490.0, 1615.0,1680.0,1732.0,1807.0,1869.0,1916.0,1974.0,2042.0,2073.0, 2116.0,
27035 Negueira de Muñiz,211.0,217.0,213.0,224.0,207.0,210.0,221.0, 213.0,230.0,235.0,237.0,233.0,239.0,261.0,271.0,297.0, 310.0,
27037 Nogais, As,1228.0,1270.0,1295.0,1341.0,1361.0,1381.0,1409.0, 1441.0,1477.0,1501.0,1520.0,1547.0,1571.0,1596.0,1624.0,1662.0, 1738.0,
27038 Ourol,1090.0,1123.0,1142.0,1152.0,1175.0,1216.0,1259.0, 1301.0,1324.0,1365.0,1407.0,1465.0,1536.0,1577.0,1612.0,1638.0, 1663.0,
27039 Outeiro de Rei,5083.0,5098.0,5046.0,5004.0,4936.0,4852.0,4886.0, 4695.0,4645.0,4528.0,4428.0,4333.0,4320.0,4256.0,4134.0,4126.0, 4115.0,
27040 Palas de Rei,3601.0,3613.0,3656.0,3743.0,3643.0,3678.0,3682.0, 3759.0,3824.0,3909.0,4007.0,4135.0,4218.0,4330.0,4333.0,4386.0, 4537.0,
27041 Pantón,2708.0,2772.0,2860.0,2936.0,2938.0,2978.0,3032.0, 3147.0,3178.0,3209.0,3249.0,3377.0,3469.0,3540.0,3604.0,3637.0, 3737.0,
27042 Paradela,1967.0,2004.0,2038.0,2068.0,2091.0,2143.0,2193.0, 2307.0,2367.0,2408.0,2463.0,2552.0,2603.0,2655.0,2728.0,2752.0, 2867.0,
27043 Páramo, O,1484.0,1520.0,1555.0,1603.0,1632.0,1686.0,1733.0, 1823.0,1858.0,1887.0,1873.0,1925.0,1933.0,1938.0,1919.0,1934.0, 2018.0,
27044 Pastoriza, A,3309.0,3362.0,3393.0,3437.0,3496.0,3566.0,3631.0, 3726.0,3787.0,3856.0,3911.0,3975.0,4020.0,4106.0,4143.0,4177.0, 4197.0,
27045 Pedrafita do Cebreiro,1155.0,1175.0,1199.0,1228.0,1263.0,1298.0,1336.0, 1414.0,1456.0,1486.0,1517.0,1562.0,1585.0,1630.0,1650.0,1669.0, 1716.0,
27047 Pobra do Brollón, A,1830.0,1894.0,1968.0,2027.0,2066.0,2105.0,2162.0, 2291.0,2369.0,2425.0,2482.0,2572.0,2609.0,2648.0,2675.0,2753.0, 2885.0,
27046 Pol,1738.0,1757.0,1794.0,1798.0,1797.0,1865.0,1870.0, 1945.0,1980.0,1999.0,2022.0,2072.0,2126.0,2177.0,2205.0,2258.0, 2312.0,
27048 Pontenova, A,2534.0,2610.0,2673.0,2732.0,2785.0,2892.0,2918.0, 3016.0,3063.0,3125.0,3199.0,3261.0,3358.0,3389.0,3426.0,3484.0, 3528.0,
27049 Portomarín,1624.0,1654.0,1690.0,1737.0,1763.0,1796.0,1838.0, 1910.0,1918.0,1991.0,1996.0,2035.0,2063.0,2099.0,2138.0,2141.0, 2171.0,
27050 Quiroga,3501.0,3552.0,3595.0,3711.0,3766.0,3829.0,3894.0, 4035.0,4144.0,4129.0,4124.0,4209.0,4255.0,4342.0,4458.0,4458.0, 4702.0,
27056 Rábade,1604.0,1637.0,1674.0,1733.0,1723.0,1711.0,1718.0, 1668.0,1668.0,1630.0,1626.0,1583.0,1601.0,1607.0,1574.0,1589.0, 1588.0,
27051 Ribadeo,10010.0,9994.0,10061.0,10023.0,9988.0,9983.0,9854.0, 9619.0,9407.0,9270.0,9186.0,9163.0,9110.0,9034.0,8953.0,8872.0, 8813.0,
27052 Ribas de Sil,1011.0,1033.0,1058.0,1098.0,1135.0,1144.0,1169.0, 1245.0,1310.0,1335.0,1410.0,1406.0,1441.0,1463.0,1496.0,1529.0, 1588.0,
27053 Ribeira de Piquín,583.0,609.0,630.0,654.0,664.0,687.0,723.0, 771.0,785.0,810.0,827.0,842.0,872.0,886.0,914.0,939.0, 986.0,
27054 Riotorto,1395.0,1417.0,1439.0,1466.0,1500.0,1522.0,1559.0, 1634.0,1669.0,1726.0,1762.0,1830.0,1874.0,1920.0,1980.0,2018.0, 2046.0,
27055 Samos,1458.0,1502.0,1556.0,1614.0,1646.0,1707.0,1743.0, 1820.0,1897.0,1923.0,1999.0,2073.0,2125.0,2157.0,2177.0,2203.0, 2242.0,
27057 Sarria,13504.0,13488.0,13524.0,13590.0,13611.0,13508.0,13476.0, 13352.0,13155.0,13132.0,13142.0,13053.0,13084.0,13018.0,12972.0,12942.0, 13023.0,
27058 Saviñao, O,4113.0,4202.0,4314.0,4408.0,4460.0,4570.0,4638.0, 4758.0,4826.0,4915.0,5014.0,5000.0,5056.0,5104.0,5163.0,5246.0, 5373.0,
27059 Sober,2453.0,2469.0,2478.0,2516.0,2599.0,2681.0,2749.0, 2895.0,2972.0,2988.0,2985.0,3009.0,3077.0,3112.0,3185.0,3250.0, 3331.0,
27060 Taboada,3101.0,3173.0,3221.0,3345.0,3404.0,3464.0,3478.0, 3614.0,3768.0,3872.0,3948.0,4077.0,4180.0,4227.0,4249.0,4344.0, 4503.0,
27061 Trabada,1203.0,1228.0,1268.0,1310.0,1346.0,1392.0,1436.0, 1479.0,1504.0,1552.0,1579.0,1616.0,1641.0,1686.0,1746.0,1770.0, 1817.0,
27062 Triacastela,721.0,739.0,756.0,772.0,771.0,781.0,792.0, 821.0,820.0,839.0,852.0,882.0,919.0,939.0,939.0,942.0, 970.0,
27063 Valadouro, O,2069.0,2100.0,2123.0,2180.0,2185.0,2209.0,2210.0, 2233.0,2268.0,2305.0,2328.0,2371.0,2398.0,2445.0,2487.0,2524.0, 2603.0,
27064 Vicedo, O,1882.0,1898.0,1895.0,1921.0,1973.0,2011.0,2070.0, 2090.0,2146.0,2181.0,2228.0,2303.0,2341.0,2392.0,2423.0,2460.0, 2564.0,
27065 Vilalba,14788.0,14980.0,15116.0,15202.0,15327.0,15437.0,15406.0, 15455.0,15409.0,15484.0,15598.0,15520.0,15623.0,15699.0,15658.0,15645.0, 15797.0,
27066 Viveiro,15932.0,16016.0,16108.0,16107.0,16211.0,16238.0,16052.0, 15576.0,15505.0,15389.0,15379.0,15444.0,15455.0,15456.0,15425.0,15298.0, 15209.0,
27021 Xermade,2036.0,2071.0,2101.0,2179.0,2204.0,2256.0,2293.0, 2339.0,2414.0,2464.0,2516.0,2595.0,2690.0,2728.0,2797.0,2847.0, 2938.0,
27025 Xove,3456.0,3497.0,3512.0,3496.0,3500.0,3518.0,3555.0, 3614.0,3636.0,3603.0,3574.0,3625.0,3632.0,3629.0,3605.0,3599.0, 3613.0,
Notas:
