"id","Municipio","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005","2004","2003","2002","2001","2000","1999","1998","1997","1996",""
"35"," Las Palmas","1100027.0","1103850.0","1100813.0","1096980.0","1090605.0","1083502.0","1070032.0","1042131.0","1024186.0","1011928.0","987128.0","979606.0","951037.0","924558.0","897595.0","872669.0","849863.0"," 834085.0",""
"36","Pontevedra","950919.0","955050.0","958428.0","963511.0","962472.0","959764.0","953400.0","947639.0","943117.0","938311.0","930931.0","927555.0","919934.0","916176.0","912621.0","908803.0","906298.0"," 915104.0",""
"37","Salamanca","342459.0","345548.0","350564.0","352986.0","353619.0","354608.0","353404.0","351326.0","353110.0","352414.0","350984.0","348271.0","347120.0","350209.0","349733.0","351128.0","349550.0"," 353020.0",""
"38","Santa Cruz de Tenerife","1004788.0","1014829.0","1017531.0","1029789.0","1027914.0","1020490.0","1005936.0","983820.0","971647.0","956352.0","928412.0","915262.0","892718.0","856808.0","818681.0","800020.0","780152.0"," 772449.0",""
"39","Cantabria","588656.0","591888.0","593861.0","593121.0","592250.0","589235.0","582138.0","572824.0","568091.0","562309.0","554784.0","549690.0","542275.0","537606.0","531159.0","528478.0","527137.0"," 527437.0",""
"40","Segovia","159303.0","161702.0","163701.0","164169.0","164268.0","164854.0","163899.0","159322.0","156598.0","155517.0","152640.0","150701.0","149286.0","147028.0","146613.0","146985.0","146755.0"," 147770.0",""
"41","Sevilla","1941355.0","1942155.0","1938974.0","1928962.0","1917097.0","1900224.0","1875462.0","1849268.0","1835077.0","1813908.0","1792420.0","1782862.0","1758720.0","1747441.0","1734917.0","1725482.0","1714845.0"," 1705320.0",""
"42","Soria","92221.0","93291.0","94522.0","95223.0","95258.0","95101.0","94646.0","93593.0","93503.0","92773.0","91652.0","90954.0","91487.0","91314.0","90911.0","91252.0","91593.0"," 92848.0",""
"44","Teruel","140365.0","142183.0","143728.0","144607.0","145277.0","146751.0","146324.0","144046.0","142160.0","141091.0","139333.0","138686.0","137342.0","136233.0","136473.0","136849.0","136840.0"," 138211.0",""
"43","Tarragona","800962.0","810178.0","814199.0","811401.0","808420.0","803301.0","788895.0","757795.0","730466.0","704907.0","674144.0","654149.0","631156.0","612086.0","598533.0","588499.0","580245.0"," 574676.0",""
"14","Córdoba","799402.0","802422.0","804498.0","805857.0","805108.0","803998.0","798822.0","792182.0","788287.0","784376.0","779870.0","775944.0","771131.0","769625.0","769237.0","768676.0","767175.0"," 761401.0",""
"45","Toledo","699136.0","706407.0","711228.0","707242.0","697959.0","689635.0","670203.0","639621.0","615618.0","598256.0","578060.0","563099.0","546538.0","536131.0","527965.0","523459.0","519664.0"," 515880.0",""
"46","Valencia/València","2548898.0","2566474.0","2580792.0","2578719.0","2581147.0","2575362.0","2543209.0","2486483.0","2463592.0","2416628.0","2358919.0","2320297.0","2267503.0","2227170.0","2201200.0","2187633.0","2172796.0"," 2172840.0",""
"47","Valladolid","529157.0","532284.0","534280.0","534874.0","533640.0","532575.0","529019.0","521661.0","519249.0","514674.0","510863.0","506302.0","501157.0","497961.0","495690.0","494594.0","492029.0"," 490205.0",""
"48","Bizkaia","1151905.0","1156447.0","1158439.0","1155772.0","1153724.0","1152658.0","1146421.0","1141457.0","1139863.0","1136181.0","1132861.0","1133428.0","1133444.0","1132616.0","1132729.0","1137418.0","1137594.0"," 1140026.0",""
"49","Zamora","185432.0","188270.0","191612.0","193383.0","194214.0","195665.0","197221.0","197237.0","197492.0","198045.0","198524.0","199688.0","200678.0","202356.0","203469.0","204650.0","205201.0"," 207475.0",""
"50","Zaragoza","960111.0","978638.0","978130.0","973325.0","973252.0","970313.0","955323.0","932502.0","917288.0","912072.0","897350.0","880118.0","871209.0","857565.0","848006.0","844571.0","841438.0"," 842419.0",""
"51","Ceuta","84963.0","84180.0","84018.0","82376.0","80579.0","78674.0","77389.0","76603.0","75861.0","75276.0","74654.0","74931.0","76152.0","75694.0","75241.0","73704.0","72117.0","  "
"52","Melilla","84509.0","83679.0","80802.0","78476.0","76034.0","73460.0","71448.0","69440.0","66871.0","65488.0","68016.0","68463.0","69184.0","68789.0","66263.0","56929.0","60108.0","  "
